Year model,Car Spec,Kilometres,Seller type,Price,Transmission,Body type,Drive type,Engine,Fuel type,Fuel consumption,Colour ext / int,Registration,Rego expiry,VIN,Stock No,ANCAP Safety rating,Green overall rating,Dealer,Address,Seating capacity,Doors,Front tyre size,Front rim size,Rear tyre size,Rear rim size,Injection / Carburation,CC,Number of cylinders,Front suspension,Rear suspension,Front brakes,Rear brakes,Fuel tank capacity,Valve gear type,Maximum torque,Maximum power (kW),CO2 level (g/km),Green house rating,Overall HxWxL,Ground clearance unladen,Wheelbase,Kerb weight,Turning circle,Rear track,Front track,Gross trailer weight braked,Make,Model,Variant,Series,Warranty when new (months),Warranty when new (kms),Service interval (months),Service interval (kms),Country of origin,Vehicle segment
2015,2015 Volkswagen Amarok TDI420 Core Edition (4X4) 2H MY15,"193,944km",Dealer: Used,"$19,999",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2 L",Diesel,8.30 L / 100 km,White / -,1EXU878,18 Aug 2023,WV1ZZZ2HZFA024382,00006569,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Wangara Used Car Centre,"7 Pembroke Road, Wangara, WA",5,4,245/70 R16,6.5x16,245/70 R16,6.5x16,,1968,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Anti Roll Bar;Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,420 @ 1750 RPM,132 @ 4000 RPM,219.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1834mm x 1944mm x 5254mm,230 mm,3095 mm,1985 kg,12.95 m,1644 mm,1647 mm,-,Volkswagen,Amarok,TDI420 Core Edition (4X4),2H MY15,36,"999,000",12,"15,000",,
2018,2018 Mitsubishi Triton GLX (4X4) MQ MY18,"85,015km",Dealer: Used,"$28,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.4 L",Diesel,7.60 L / 100 km,White / Grey Cloth,1GNQ329,26 Apr 2023,MMAZYKL10JH010431,303923,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2440,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,75.00,16,430 @ 2500 RPM,133 @ 3500 RPM,201.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1780mm x 1815mm x 5200mm,205 mm,3000 mm,1930 kg,11.80 m,1515 mm,1520 mm,-,Mitsubishi,Triton,GLX (4X4),MQ MY18,60,"100,000",12,"15,000",,
2013,2013 Toyota RAV4 GX (2WD) ZSA42R,"120,361km",Dealer: Used,"$20,990",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.40 L / 100 km,White / -,1EEG581,26 Jun 2023,JTMZDREV905003387,40380,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Osborne Park Nissan used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,225/65 R17,6.5x17,225/65 R17,6.5x17,,1987,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper;Trailing Arm,Disc - Ventilated,Disc,60.00,16,187 @ 3600 RPM,107 @ 6200 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1715mm x 1845mm x 4570mm,176 mm,2660 mm,1520 kg,10.60 m,1570 mm,1570 mm,-,Toyota,RAV4,GX (2WD),ZSA42R,36,"100,000",6,"10,000",,
2020,2020 Hyundai Kona Active (fwd) Os.v4 MY21,"48,703km",Dealer: Used,"$26,977",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,6.20 L / 100 km,White / -,1HWX181,17 Aug 2023,KMHK281AMLU675268,414858,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,215/55 R17 9,7Jx17 +50,215/55 R17 9,7Jx17 +50,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,180 @ 4500 RPM,110 @ 6200 RPM,148.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1550mm x 1800mm x 4205mm,177 mm,2600 mm,1280 kg,10.60 m,1572 mm,1563 mm,-,Hyundai,Kona,Active (fwd),Os.v4 MY21,60,"999,000",12,"15,000",,
2023,2023 Nissan Qashqai ST-L 2-Tone J12 MY23,"2,650km",Dealer: Used,"$44,990",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.3 L",Premium Unleaded Petrol,6.10 L / 100 km,Red / -,310123,-,SJNTAAJ12A1163281,U28105,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Total Nissan used,"1251 Albany Highway, Cannington, WA",5,4,235/50 R19,7.5x19,235/50 R19,7.5x19,,1332,4,MacPherson Strut;Stabiliser Bar,Multi-Link System;Stabiliser Bar,Disc - Ventilated,Disc - Ventilated,55.00,16,250 @ 1600 RPM,110 @ 5500 RPM,138.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,2665mm x 1835mm x 4425mm,180 mm,2665 mm,1482 kg,11.10 m,1586 mm,1580 mm,-,Nissan,Qashqai,ST-L 2-Tone,J12 MY23,60,"999,000",12,"15,000",,
2020,2020 Hyundai Kona Active (fwd) Os.v4 MY21,"47,200km",Dealer: Used,"$26,977",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,6.20 L / 100 km,Silver / -,1HWX182,17 Aug 2023,KMHK281AMLU672441,416091,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,215/55 R17 9,7Jx17 +50,215/55 R17 9,7Jx17 +50,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,180 @ 4500 RPM,110 @ 6200 RPM,148.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1550mm x 1800mm x 4205mm,177 mm,2600 mm,1280 kg,10.60 m,1572 mm,1563 mm,-,Hyundai,Kona,Active (fwd),Os.v4 MY21,60,"999,000",12,"15,000",,
2020,2020 Hyundai Tucson Active X (2WD) Black INT TL4 MY20,"55,266km",Dealer: Used,"$29,850",Automatic,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.90 L / 100 km,Silver / -,-,18 Aug 2023,KMHJ2814MLU104386,41005407,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Morley City Hyundai,"101 Broun Avenue, Morley, WA",5,4,225/60 R17 9,7Jx17 +51,225/60 R17 9,7Jx17 +51,,1999,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,62.00,16,205 @ 4000 RPM,122 @ 6200 RPM,185.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1655mm x 1850mm x 4477mm,172 mm,2670 mm,1530 kg,10.60 m,1620 mm,1608 mm,-,Hyundai,Tucson,Active X (2WD) Black INT,TL4 MY20,60,"999,000",12,"15,000",,
2012,2012 Ford Territory TX (rwd) SZ,"223,046km",Dealer: Used,"$10,990",Automatic,"SUV, 4 Doors, 5 Seats",Rear Wheel Drive,"6 cyl, 2.7 L",Diesel,8.20 L / 100 km,Silver / -,1HKD086,19 May 2023,6FPAAAJGATCC75776,104,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Auto Dominus,"8 Parkland Road, Osborne Park, WA",5,4,235/60 R17,7.5x17,235/60 R17,7.5x17,,2720,6,Anti Roll Bar;Coil Spring;Control Arm;Gas Damper,Anti Roll Bar;Coil Spring;Control Blade;Gas Damper,Disc - Ventilated,Disc - Ventilated,75.00,24,440 @ 1900 RPM,140 @ 4000 RPM,217.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1716mm x 1898mm x 4883mm,175 mm,2843 mm,2021 kg,11.40 m,1597 mm,1626 mm,-,Ford,Territory,TX (rwd),SZ,36,"100,000",12,"15,000",,
2016,2016 Nissan X-Trail ST-L (fwd) T32,"77,343km",Dealer: Used,"$24,688",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2.5 L",Unleaded Petrol,7.90 L / 100 km,White / Black,MH3765A,01 Nov 2023,JN1TBAT32A0012752,22001146,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,225/65 R17,7x17,225/65 R17,7x17,,2488,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,60.00,16,226 @ 4400 RPM,126 @ 6000 RPM,183.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1710mm x 1820mm x 4640mm,210 mm,2705 mm,1470 kg,11.30 m,1575 mm,1575 mm,-,Nissan,X-Trail,ST-L (fwd),T32,36,"100,000",12,"10,000",,
2018,2018 Kia Picanto S (aeb) JA MY18,"25,986km",Dealer: Used,"$17,999",Manual,"HATCH, 5 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.2 L",Unleaded Petrol,5.00 L / 100 km,White / -,1HUX203,07 Aug 2023,KNAB2512LJT283502,410634,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,5,175/65 R14,5.0Jx14,175/65 R14,5.0Jx14,,1248,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,35.00,16,122 @ 4000 RPM,62 @ 6000 RPM,117.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1485mm x 1595mm x 3595mm,141 mm,2400 mm,976 kg,9.60 m,1418 mm,1415 mm,-,Kia,Picanto,S (aeb),JA MY18,84,"999,000",12,"15,000",,
2015,2015 Volkswagen Amarok TDI420 Core Edition (4X4) 2H MY15,"193,944km",Dealer: Used,"$19,999",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2 L",Diesel,8.30 L / 100 km,White / -,1EXU878,18 Aug 2023,WV1ZZZ2HZFA024382,00006569,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Wangara Used Car Centre,"7 Pembroke Road, Wangara, WA",5,4,245/70 R16,6.5x16,245/70 R16,6.5x16,,1968,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Anti Roll Bar;Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,420 @ 1750 RPM,132 @ 4000 RPM,219.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1834mm x 1944mm x 5254mm,230 mm,3095 mm,1985 kg,12.95 m,1644 mm,1647 mm,-,Volkswagen,Amarok,TDI420 Core Edition (4X4),2H MY15,36,"999,000",12,"15,000",,
2018,2018 Mitsubishi Triton GLX (4X4) MQ MY18,"85,015km",Dealer: Used,"$28,990",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.4 L",Diesel,7.60 L / 100 km,White / Grey Cloth,1GNQ329,26 Apr 2023,MMAZYKL10JH010431,303923,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,AUS Vehicle Sales - Bassendean,"324 Collier Road, Bassendean, WA",5,4,245/70 R16,7x16,245/70 R16,7x16,,2440,4,Anti Roll Bar;Coil Spring;Hydraulic Double Acting Shock Absorber;,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,75.00,16,430 @ 2500 RPM,133 @ 3500 RPM,201.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1780mm x 1815mm x 5200mm,205 mm,3000 mm,1930 kg,11.80 m,1515 mm,1520 mm,-,Mitsubishi,Triton,GLX (4X4),MQ MY18,60,"100,000",12,"15,000",,
2013,2013 Toyota RAV4 GX (2WD) ZSA42R,"120,361km",Dealer: Used,"$20,990",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.40 L / 100 km,White / -,1EEG581,26 Jun 2023,JTMZDREV905003387,40380,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Osborne Park Nissan used,"300 Scarborough Beach Road, Osborne Park, WA",5,4,225/65 R17,6.5x17,225/65 R17,6.5x17,,1987,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper;Trailing Arm,Disc - Ventilated,Disc,60.00,16,187 @ 3600 RPM,107 @ 6200 RPM,173.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1715mm x 1845mm x 4570mm,176 mm,2660 mm,1520 kg,10.60 m,1570 mm,1570 mm,-,Toyota,RAV4,GX (2WD),ZSA42R,36,"100,000",6,"10,000",,
2020,2020 Hyundai Kona Active (fwd) Os.v4 MY21,"48,703km",Dealer: Used,"$26,977",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,6.20 L / 100 km,White / -,1HWX181,17 Aug 2023,KMHK281AMLU675268,414858,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,215/55 R17 9,7Jx17 +50,215/55 R17 9,7Jx17 +50,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,180 @ 4500 RPM,110 @ 6200 RPM,148.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1550mm x 1800mm x 4205mm,177 mm,2600 mm,1280 kg,10.60 m,1572 mm,1563 mm,-,Hyundai,Kona,Active (fwd),Os.v4 MY21,60,"999,000",12,"15,000",,
2023,2023 Nissan Qashqai ST-L 2-Tone J12 MY23,"2,650km",Dealer: Used,"$44,990",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 1.3 L",Premium Unleaded Petrol,6.10 L / 100 km,Red / -,310123,-,SJNTAAJ12A1163281,U28105,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Total Nissan used,"1251 Albany Highway, Cannington, WA",5,4,235/50 R19,7.5x19,235/50 R19,7.5x19,,1332,4,MacPherson Strut;Stabiliser Bar,Multi-Link System;Stabiliser Bar,Disc - Ventilated,Disc - Ventilated,55.00,16,250 @ 1600 RPM,110 @ 5500 RPM,138.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,2665mm x 1835mm x 4425mm,180 mm,2665 mm,1482 kg,11.10 m,1586 mm,1580 mm,-,Nissan,Qashqai,ST-L 2-Tone,J12 MY23,60,"999,000",12,"15,000",,
2020,2020 Hyundai Kona Active (fwd) Os.v4 MY21,"47,200km",Dealer: Used,"$26,977",Continuous Variable,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,6.20 L / 100 km,Silver / -,1HWX182,17 Aug 2023,KMHK281AMLU672441,416091,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,John Hughes Passenger,"196 Albany Highway, Victoria Park, WA",5,4,215/55 R17 9,7Jx17 +50,215/55 R17 9,7Jx17 +50,,1999,4,MacPherson Strut,Torsion Beam Axle,Disc - Ventilated,Disc,50.00,16,180 @ 4500 RPM,110 @ 6200 RPM,148.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1550mm x 1800mm x 4205mm,177 mm,2600 mm,1280 kg,10.60 m,1572 mm,1563 mm,-,Hyundai,Kona,Active (fwd),Os.v4 MY21,60,"999,000",12,"15,000",,
2020,2020 Hyundai Tucson Active X (2WD) Black INT TL4 MY20,"55,266km",Dealer: Used,"$29,850",Automatic,"SUV, 4 Doors, 5 Seats",Front Wheel Drive,"4 cyl, 2 L",Unleaded Petrol,7.90 L / 100 km,Silver / -,-,18 Aug 2023,KMHJ2814MLU104386,41005407,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Morley City Hyundai,"101 Broun Avenue, Morley, WA",5,4,225/60 R17 9,7Jx17 +51,225/60 R17 9,7Jx17 +51,,1999,4,Anti Roll Bar;Coil Spring;Gas Damper;MacPherson Strut,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc,62.00,16,205 @ 4000 RPM,122 @ 6200 RPM,185.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1655mm x 1850mm x 4477mm,172 mm,2670 mm,1530 kg,10.60 m,1620 mm,1608 mm,-,Hyundai,Tucson,Active X (2WD) Black INT,TL4 MY20,60,"999,000",12,"15,000",,
2020,2020 Isuzu MU-X LS-U (4X4) UC MY19,"59,953km",Dealer: Used,"$54,990",Auto Sequential,"SUV, 4 Doors, 7 Seats",4x4,"4 cyl, 3 L",Diesel,7.90 L / 100 km,Silver / -,1HDQ119,20 Jul 2023,MPAUCS85GKT008869,U000413,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Grand Toyota Wangara used,"1 Lancaster Road, Wangara, WA",7,4,255/60 R18,7x18,255/60 R18,7x18,,2999,4,Coil Spring;Double Wishbone;Gas Damper;Independent;Stabiliser Bar,Coil Spring;Gas Damper;Multi-Link System;Stabiliser Bar,Disc - Ventilated,Disc,65.00,16,430 @ 2000 RPM,130 @ 3600 RPM,209.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1860mm x 1860mm x 4825mm,230 mm,2845 mm,2142 kg,11.60 m,1570 mm,1570 mm,-,Isuzu,MU-X,LS-U (4X4),UC MY19,72,"150,000",12,"15,000",,
2020,2020 Toyota Landcruiser Prado GXL (4X4) GDJ150R MY18,"69,015km",Dealer: Used,"$68,888",Automatic,"SUV, 4 Doors, 7 Seats",Four Wheel Drive,"4 cyl, 2.8 L",Diesel,8.00 L / 100 km,White / Grey Fabric,1HEB963,18 Aug 2023,JTEBR3FJ40K182947,161090,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,City Toyota Perth,"220 Newcastle Street, Northbridge, WA",7,4,265/65 R17,7.5x17,265/65 R17,7.5x17,,2755,4,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,150.00,16,450 @ 1600 RPM,130 @ 3400 RPM,211.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1890mm x 1885mm x 4995mm,219 mm,2790 mm,2325 kg,11.60 m,1585 mm,1585 mm,-,Toyota,Landcruiser Prado,GXL (4X4),GDJ150R MY18,60,"999,000",6,"10,000",,
2012,2012 Toyota FJ Cruiser  GSJ15R,"137,991km",Dealer: Used,"$43,788",Automatic,"SUV, 4 Doors, 5 Seats",4x4,"6 cyl, 4 L",Premium Unleaded Petrol,11.40 L / 100 km,White / Black  Cloth,WCE1815,28 Jul 2023,JTEBU11F80K152307,22001189,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,CarPlace,"7 Sobek Pass, Bibra Lake, WA",5,4,265/70 R17,7.5x17,265/70 R17,7.5x17,,3956,6,Anti Roll Bar;Coil Spring;Double Wishbone;Gas Damper,Anti Roll Bar;Coil Spring;Gas Damper;Multi-Link System,Disc - Ventilated,Disc - Ventilated,72.00,24,380 @ 4400 RPM,200 @ 5600 RPM,267.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1830mm x 1905mm x 4670mm,224 mm,2690 mm,1955 kg,12.40 m,1605 mm,1605 mm,-,Toyota,FJ Cruiser,,GSJ15R,36,"100,000",6,"10,000",,
2017,2017 Ford Ranger FX4 Special Edition PX Mkii MY17,"183,826km",Dealer: Used,"$30,988",Manual,"Ute Tray, 4 Doors, 5 Seats",4x4,"5 cyl, 3.2 L",Diesel,8.30 L / 100 km,White / -,1HUV508,-,MPBUMFF50HX107291,11880,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Regent,"4 Hocking Road, KINGSLEY, WA",5,4,265/65 R18,8Jx18,265/65 R18,8Jx18,,3198,5,Coil Spring;Double Wishbone;Hydraulic Double Acting Shock Absorbe,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,20,470 @ 1500 RPM,147 @ 3000 RPM,248.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1839mm x 1850mm x 5426mm,205 mm,3220 mm,2202 kg,12.70 m,1560 mm,1560 mm,-,Ford,Ranger,FX4 Special Edition,PX Mkii MY17,36,"100,000",12,"15,000",,
2018,2018 Toyota Hilux SR5 (4X4) GUN126R,"109,800km",Dealer: Used,"$49,999",Automatic,"Ute Tray, 4 Doors, 5 Seats",4x4,"4 cyl, 2.8 L",Diesel,8.50 L / 100 km,Grey / -,NA18,-,MR0HA3CC800321714,-,,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,Warehouse Carsales,"Hepburn Avenue, Hillarys, WA",5,4,265/60 R18,7.5x18,265/60 R18,7.5x18,,2753,4,Anti Roll Bar;Coil Spring;Double Wishbone;Hydraulic Double Acting,Hydraulic Double Acting Shock Absorber;Leaf Spring,Disc - Ventilated,Drum,80.00,16,450 @ 1600 RPM,130 @ 3400 RPM,223.00,LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.LeafCreated with Sketch.,1815mm x 1855mm x 5330mm,279 mm,3085 mm,2080 kg,11.80 m,1550 mm,1535 mm,-,Toyota,Hilux,SR5 (4X4),GUN126R,36,"100,000",6,"10,000",,
